"","ESPECIALIDAD","PERIODO","REGIMEN","CODIGO.ENTIDAD","GENERO","CIUDAD.RESIDENCIA","conteo"
"1124","Higienista Oral","2022/01","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",24
"1125","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"1126","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",157
"1127","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO NARA (ANT)",1
"1128","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"1129","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","M","CORDOBA",1
"1130","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",133
"1131","Higienista Oral","2022/01","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"1132","Higienista Oral","2022/01","PARTICULAR","PARTIC","M","PUERTO BOYACA",1
"1133","Higienista Oral","2022/01","SOAT Y ARL","14-28","F","PUERTO BOYACA",1
"1134","Higienista Oral","2022/01","SUBSIDIADO","CCF090","F","PUERTO BOYACA",1
"1135","Higienista Oral","2022/01","SUBSIDIADO","EPS013","M","PUERTO BOYACA",1
"1136","Higienista Oral","2022/01","SUBSIDIADO","EPS017","F","PUERTO BOYACA",18
"1137","Higienista Oral","2022/01","SUBSIDIADO","EPS017","M","PUERTO BOYACA",26
"1138","Higienista Oral","2022/01","SUBSIDIADO","EPS033","F","PUERTO BOYACA",1
"1139","Higienista Oral","2022/01","SUBSIDIADO","EPS033","M","PUERTO BOYACA",2
"1140","Higienista Oral","2022/01","SUBSIDIADO","EPS037","M","PUERTO BOYACA",5
"1141","Higienista Oral","2022/01","SUBSIDIADO","EPS040","F","PUERTO BOYACA",1
"1142","Higienista Oral","2022/01","SUBSIDIADO","ESS091","F","LA DORADA (CALDAS)",1
"1143","Higienista Oral","2022/01","SUBSIDIADO","ESS091","F","PUERTO BOYACA",53
"1144","Higienista Oral","2022/01","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"1145","Higienista Oral","2022/01","SUBSIDIADO","ESS091","M","PUERTO BOYACA",31
"1146","Higienista Oral","2022/01","SUBSIDIADO","ESS233","F","PUERTO BOYACA",7
"1147","Higienista Oral","2022/01","SUBSIDIADO","ESS233","M","PUERTO BOYACA",4
"1148","Higienista Oral","2022/01","VICUNLADO","15000","F","PUERTO BOYACA",1
"1149","Higienista Oral","2022/02","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"1150","Higienista Oral","2022/02","CONTRIBUTIVO","EPS017","F","ANTIOQUIA",1
"1151","Higienista Oral","2022/02","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",21
"1152","Higienista Oral","2022/02","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",20
"1153","Higienista Oral","2022/02","CONTRIBUTIVO","EPS037","F","CIMITARRA (SANTANDER)",1
"1154","Higienista Oral","2022/02","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",36
"1155","Higienista Oral","2022/02","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",32
"1156","Higienista Oral","2022/02","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1157","Higienista Oral","2022/02","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",1
"1158","Higienista Oral","2022/02","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"1159","Higienista Oral","2022/02","SUBSIDIADO","CCF090","F","PUERTO BOYACA",17
"1160","Higienista Oral","2022/02","SUBSIDIADO","CCF090","M","PUERTO BOYACA",6
"1161","Higienista Oral","2022/02","SUBSIDIADO","EPS002","F","PUERTO BOYACA",1
"1162","Higienista Oral","2022/02","SUBSIDIADO","EPS017","F","ANTIOQUIA",1
"1163","Higienista Oral","2022/02","SUBSIDIADO","EPS017","F","PUERTO BOYACA",11
"1164","Higienista Oral","2022/02","SUBSIDIADO","EPS017","M","PUERTO BOYACA",13
"1165","Higienista Oral","2022/02","SUBSIDIADO","EPS037","F","PIEDECUESTA",1
"1166","Higienista Oral","2022/02","SUBSIDIADO","EPS037","F","PUERTO BOYACA",88
"1167","Higienista Oral","2022/02","SUBSIDIADO","EPS037","M","PUERTO BOYACA",61
"1168","Higienista Oral","2022/02","SUBSIDIADO","ESS091","F","PUERTO BOYACA",37
"1169","Higienista Oral","2022/02","SUBSIDIADO","ESS091","M","PUERTO BOYACA",35
"1170","Higienista Oral","2022/03","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",1
"1171","Higienista Oral","2022/03","SOAT Y ARL","14-4","M","PUERTO BOYACA",1
"1172","Higienista Oral","2022/03","SOAT Y ARL","RP1407","M","PUERTO BOYACA",1
"1173","Higienista Oral","2022/03","SOAT Y ARL","RP1407","M","PUERTO TRIUNFO (ANT)",1
"1174","Higienista Oral","2022/03","SUBSIDIADO","CCF090","F","PUERTO BOYACA",3
"1175","Higienista Oral","2022/03","SUBSIDIADO","CCF090","M","ANTIOQUIA",1
"1176","Higienista Oral","2022/03","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"1177","Higienista Oral","2022/03","SUBSIDIADO","EPS005","F","PUERTO BOYACA",1
"1178","Higienista Oral","2022/03","SUBSIDIADO","EPS010","F","PUERTO BOYACA",1
"1179","Higienista Oral","2022/03","SUBSIDIADO","EPS017","F","PUERTO BOYACA",24
"1180","Higienista Oral","2022/03","SUBSIDIADO","EPS017","M","PUERTO BOYACA",27
"1181","Higienista Oral","2022/03","SUBSIDIADO","EPS017","M","PUERTO NARA (ANT)",1
"1182","Higienista Oral","2022/03","SUBSIDIADO","EPS037","F","ANTIOQUIA",1
"1183","Higienista Oral","2022/03","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",1
"1184","Higienista Oral","2022/03","SUBSIDIADO","EPS037","F","PUERTO BOYACA",168
"1185","Higienista Oral","2022/03","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"1186","Higienista Oral","2022/03","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"1187","Higienista Oral","2022/03","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"1188","Higienista Oral","2022/03","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",1
"1189","Higienista Oral","2022/03","SUBSIDIADO","EPS037","M","PUERTO BOYACA",105
"1190","Higienista Oral","2022/03","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"1191","Higienista Oral","2022/03","SUBSIDIADO","ESS091","F","ANTIOQUIA",1
"1192","Higienista Oral","2022/03","SUBSIDIADO","ESS091","F","CIMITARRA (SANTANDER)",1
"1193","Higienista Oral","2022/03","SUBSIDIADO","ESS091","F","PUERTO BOYACA",72
"1194","Higienista Oral","2022/03","SUBSIDIADO","ESS091","F","PUERTO NARA (ANT)",1
"1195","Higienista Oral","2022/03","SUBSIDIADO","ESS091","M","PUERTO BOYACA",40
"1196","Higienista Oral","2022/03","SUBSIDIADO","ESS091","M","PUERTO NARA (ANT)",1
"1197","Higienista Oral","2022/03","SUBSIDIADO","ESS091","M","PUERTO TRIUNFO (ANT)",1
"1198","Higienista Oral","2022/03","VICUNLADO","15000","F","PUERTO BOYACA",1
"1199","Higienista Oral","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",2
"1200","Higienista Oral","2022/04","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",3
"1201","Higienista Oral","2022/04","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",22
"1202","Higienista Oral","2022/04","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"1203","Higienista Oral","2022/04","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",23
"1204","Higienista Oral","2022/04","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",1
"1205","Higienista Oral","2022/04","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"1206","Higienista Oral","2022/04","PARTICULAR","PARTIC","M","PUERTO BOYACA",2
"1207","Higienista Oral","2022/04","SUBSIDIADO","CCF090","F","PUERTO BOYACA",5
"1208","Higienista Oral","2022/04","SUBSIDIADO","CCF090","M","PUERTO BOYACA",3
"1209","Higienista Oral","2022/04","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"1210","Higienista Oral","2022/04","SUBSIDIADO","EPS037","F","PUERTO BOYACA",109
"1211","Higienista Oral","2022/04","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",4
"1212","Higienista Oral","2022/04","SUBSIDIADO","EPS037","M","ANTIOQUIA",3
"1213","Higienista Oral","2022/04","SUBSIDIADO","EPS037","M","PUERTO BOYACA",63
"1214","Higienista Oral","2022/04","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1215","Higienista Oral","2022/04","SUBSIDIADO","ESS091","F","PUERTO BOYACA",34
"1216","Higienista Oral","2022/04","SUBSIDIADO","ESS091","M","PUERTO BOYACA",23
"1217","Higienista Oral","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",2
"1218","Higienista Oral","2022/05","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",3
"1219","Higienista Oral","2022/05","CONTRIBUTIVO","EPS003","F","PUERTO BOYACA",1
"1220","Higienista Oral","2022/05","CONTRIBUTIVO","EPS003","M","ANTIOQUIA",1
"1221","Higienista Oral","2022/05","CONTRIBUTIVO","EPS013","M","PUERTO BOYACA",1
"1222","Higienista Oral","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",10
"1223","Higienista Oral","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",15
"1224","Higienista Oral","2022/05","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",1
"1225","Higienista Oral","2022/05","PARTICULAR","PARTIC","F","PUERTO TRIUNFO (ANT)",1
"1226","Higienista Oral","2022/05","SOAT Y ARL","14-07","M","PUERTO BOYACA",1
"1227","Higienista Oral","2022/05","SOAT Y ARL","FFD001","M","PUERTO BOYACA",1
"1228","Higienista Oral","2022/05","SUBSIDIADO","CCF090","F","PUERTO BOYACA",5
"1229","Higienista Oral","2022/05","SUBSIDIADO","CCF090","M","PUERTO BOYACA",7
"1230","Higienista Oral","2022/05","SUBSIDIADO","EPS003","F","PUERTO BOYACA",1
"1231","Higienista Oral","2022/05","SUBSIDIADO","EPS003","M","PUERTO BOYACA",1
"1232","Higienista Oral","2022/05","SUBSIDIADO","EPS013","M","PUERTO BOYACA",1
"1233","Higienista Oral","2022/05","SUBSIDIADO","EPS017","M","PUERTO BOYACA",1
"1234","Higienista Oral","2022/05","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"1235","Higienista Oral","2022/05","SUBSIDIADO","EPS037","F","PUERTO BOYACA",138
"1236","Higienista Oral","2022/05","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"1237","Higienista Oral","2022/05","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"1238","Higienista Oral","2022/05","SUBSIDIADO","EPS037","M","PUERTO BOYACA",83
"1239","Higienista Oral","2022/05","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",3
"1240","Higienista Oral","2022/05","SUBSIDIADO","ESS091","F","PUERTO BOYACA",54
"1241","Higienista Oral","2022/05","SUBSIDIADO","ESS091","M","PUERTO BOYACA",27
"1242","Higienista Oral","2022/05","SUBSIDIADO","ESS233","F","PUERTO BOYACA",2
"1243","Higienista Oral","2022/05","SUBSIDIADO","ESS233","M","PUERTO BOYACA",2
"1244","Higienista Oral","2022/06","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"1245","Higienista Oral","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",19
"1246","Higienista Oral","2022/06","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",14
"1247","Higienista Oral","2022/06","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",6
"1248","Higienista Oral","2022/06","CONTRIBUTIVO","ESS232","M","PUERTO BOYACA",1
"1249","Higienista Oral","2022/06","PARTICULAR","PARTIC","M","PUERTO BOYACA",1
"1250","Higienista Oral","2022/06","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"1251","Higienista Oral","2022/06","SUBSIDIADO","CCF090","F","PUERTO BOYACA",6
"1252","Higienista Oral","2022/06","SUBSIDIADO","CCF090","M","PUERTO BOYACA",4
"1253","Higienista Oral","2022/06","SUBSIDIADO","EPS013","F","PUERTO BOYACA",1
"1254","Higienista Oral","2022/06","SUBSIDIADO","EPS033","F","PUERTO BOYACA",1
"1255","Higienista Oral","2022/06","SUBSIDIADO","EPS033","M","PUERTO BOYACA",2
"1256","Higienista Oral","2022/06","SUBSIDIADO","EPS037","F","PUERTO BOYACA",117
"1257","Higienista Oral","2022/06","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"1258","Higienista Oral","2022/06","SUBSIDIADO","EPS037","M","PUERTO BOYACA",79
"1259","Higienista Oral","2022/06","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"1260","Higienista Oral","2022/06","SUBSIDIADO","EPS044","M","PUERTO BOYACA",2
"1261","Higienista Oral","2022/06","SUBSIDIADO","ESS091","F","PUERTO BOYACA",40
"1262","Higienista Oral","2022/06","SUBSIDIADO","ESS091","M","PUERTO BOYACA",35
"1263","Higienista Oral","2022/06","SUBSIDIADO","ESS233","F","PUERTO BOYACA",1
"1264","Higienista Oral","2022/07","CONTRIBUTIVO","EPS037","F","CIMITARRA (SANTANDER)",1
"1265","Higienista Oral","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",29
"1266","Higienista Oral","2022/07","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",1
"1267","Higienista Oral","2022/07","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",17
"1268","Higienista Oral","2022/07","Particular","PARTIC","M","ANTIOQUIA",1
"1269","Higienista Oral","2022/07","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"1270","Higienista Oral","2022/07","SUBSIDIADO","CCF090","F","PUERTO BOYACA",6
"1271","Higienista Oral","2022/07","SUBSIDIADO","CCF090","M","PUERTO BOYACA",7
"1272","Higienista Oral","2022/07","SUBSIDIADO","EMP023","M","PUERTO BOYACA",1
"1273","Higienista Oral","2022/07","SUBSIDIADO","EPS008","M","PUERTO BOYACA",1
"1274","Higienista Oral","2022/07","SUBSIDIADO","EPS037","F","ANTIOQUIA",1
"1275","Higienista Oral","2022/07","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",1
"1276","Higienista Oral","2022/07","SUBSIDIADO","EPS037","F","PUERTO BOYACA",104
"1277","Higienista Oral","2022/07","SUBSIDIADO","EPS037","M","OTANCHE",1
"1278","Higienista Oral","2022/07","SUBSIDIADO","EPS037","M","PUERTO BOYACA",86
"1279","Higienista Oral","2022/07","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1280","Higienista Oral","2022/07","SUBSIDIADO","EPS039","M","PUERTO BOYACA",1
"1281","Higienista Oral","2022/07","SUBSIDIADO","EPSS40","F","CIMITARRA (SANTANDER)",1
"1282","Higienista Oral","2022/07","SUBSIDIADO","ESS091","F","PUERTO BOYACA",33
"1283","Higienista Oral","2022/07","SUBSIDIADO","ESS091","M","PUERTO BOYACA",33
"1284","Higienista Oral","2022/07","VICUNLADO","15000","F","PUERTO BOYACA",1
"1285","Higienista Oral","2022/08","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",2
"1286","Higienista Oral","2022/08","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",1
"1287","Higienista Oral","2022/08","SOAT Y ARL","13-24","M","PUERTO BOYACA",2
"1288","Higienista Oral","2022/08","SOAT Y ARL","14-28","M","PUERTO BOYACA",2
"1289","Higienista Oral","2022/08","SOAT Y ARL","FFD001","M","PUERTO BOYACA",1
"1290","Higienista Oral","2022/08","SUBSIDIADO","CCF090","F","PUERTO BOYACA",7
"1291","Higienista Oral","2022/08","SUBSIDIADO","CCF090","M","PUERTO BOYACA",11
"1292","Higienista Oral","2022/08","SUBSIDIADO","EMP023","M","PUERTO BOYACA",1
"1293","Higienista Oral","2022/08","SUBSIDIADO","EPS037","F","ANTIOQUIA",4
"1294","Higienista Oral","2022/08","SUBSIDIADO","EPS037","F","PUERTO BOYACA",155
"1295","Higienista Oral","2022/08","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"1296","Higienista Oral","2022/08","SUBSIDIADO","EPS037","M","ANTIOQUIA",2
"1297","Higienista Oral","2022/08","SUBSIDIADO","EPS037","M","LA DORADA (CALDAS)",1
"1298","Higienista Oral","2022/08","SUBSIDIADO","EPS037","M","PUERTO BOYACA",121
"1299","Higienista Oral","2022/08","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1300","Higienista Oral","2022/08","SUBSIDIADO","ESS091","F","PUERTO BOYACA",69
"1301","Higienista Oral","2022/08","SUBSIDIADO","ESS091","M","PUERTO BOYACA",28
"1302","Higienista Oral","2022/08","SUBSIDIADO","ESS233","F","PUERTO BOYACA",6
"1303","Higienista Oral","2022/08","SUBSIDIADO","ESS233","M","PUERTO BOYACA",2
"1304","Higienista Oral","2022/09","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",1
"1305","Higienista Oral","2022/09","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",1
"1306","Higienista Oral","2022/09","CONTRIBUTIVO","EPS010","M","PUERTO BOYACA",1
"1307","Higienista Oral","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",28
"1308","Higienista Oral","2022/09","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",1
"1309","Higienista Oral","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",10
"1310","Higienista Oral","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1311","Higienista Oral","2022/09","CONTRIBUTIVO","EPS037","M","SANTANDER",1
"1312","Higienista Oral","2022/09","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",3
"1313","Higienista Oral","2022/09","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",1
"1314","Higienista Oral","2022/09","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"1315","Higienista Oral","2022/09","SUBSIDIADO","CCF090","M","PUERTO BOYACA",5
"1316","Higienista Oral","2022/09","SUBSIDIADO","EPS017","F","PUERTO BOYACA",1
"1317","Higienista Oral","2022/09","SUBSIDIADO","EPS037","F","PUERTO BOYACA",139
"1318","Higienista Oral","2022/09","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"1319","Higienista Oral","2022/09","SUBSIDIADO","EPS037","M","PUERTO BOYACA",93
"1320","Higienista Oral","2022/09","SUBSIDIADO","ESS091","F","PUERTO BOYACA",51
"1321","Higienista Oral","2022/09","SUBSIDIADO","ESS091","M","PUERTO BOYACA",28
"1322","Higienista Oral","2022/10","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"1323","Higienista Oral","2022/10","CONTRIBUTIVO","CCF090","M","PTO BOYACA",1
"1324","Higienista Oral","2022/10","SUBSIDIADO","CCF024","F","PUERTO BOYACA",2
"1325","Higienista Oral","2022/10","SUBSIDIADO","CCF090","F","PTO BOYACA",2
"1326","Higienista Oral","2022/10","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"1327","Higienista Oral","2022/10","SUBSIDIADO","CCF090","M","PTO BOYACA",1
"1328","Higienista Oral","2022/10","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"1329","Higienista Oral","2022/10","SUBSIDIADO","EPS040","F","PUERTO BOYACA",1
"1330","Imagen-Eco","2022/04","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",2
"1331","Imagen-Eco","2022/04","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",1
"1332","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",98
"1333","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO NARA (ANT)",3
"1334","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO TRIUNFO (ANT)",1
"1335","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",36
"1336","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"1337","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",85
"1338","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",2
"1339","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","M","CIMITARRA (SANTANDER)",1
"1340","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",46
"1341","Imagen-Eco","2022/04","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"1342","Imagen-Eco","2022/04","CONTRIBUTIVO","ESS024","F","PUERTO BOYACA",1
"1343","Imagen-Eco","2022/04","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",3
"1344","Imagen-Eco","2022/04","CONTRIBUTIVO","ESS091","F","PUERTO NARA (ANT)",1
"1345","Imagen-Eco","2022/04","ESPECIAL","RES001","F","PUERTO BOYACA",2
"1346","Imagen-Eco","2022/04","ESPECIAL","RES001","M","PUERTO BOYACA",2
"1347","Imagen-Eco","2022/04","PARTICULAR","PARTIC","F","PUERTO BOYACA",2
"1348","Imagen-Eco","2022/04","SOAT Y ARL","13-24","F","PUERTO BOYACA",1
"1349","Imagen-Eco","2022/04","SOAT Y ARL","14-11","M","PUERTO TRIUNFO (ANT)",1
"1350","Imagen-Eco","2022/04","SOAT Y ARL","14-4","F","PUERTO BOYACA",1
"1351","Imagen-Eco","2022/04","SOAT Y ARL","AT1329","M","PUERTO BOYACA",1
"1352","Imagen-Eco","2022/04","SOAT Y ARL","FFD001","M","PUERTO BOYACA",1
"1353","Imagen-Eco","2022/04","SOAT Y ARL","RP1407","M","PUERTO BOYACA",1
"1354","Imagen-Eco","2022/04","SUBSIDIADO","CCF090","F","ANTIOQUIA",1
"1355","Imagen-Eco","2022/04","SUBSIDIADO","CCF090","F","PUERTO BOYACA",18
"1356","Imagen-Eco","2022/04","SUBSIDIADO","CCF090","M","PUERTO BOYACA",2
"1357","Imagen-Eco","2022/04","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO (ANT)",1
"1358","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","ANTIOQUIA",10
"1359","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",3
"1360","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","CUNDINAMARCA",1
"1361","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","PUERTO BOYACA",347
"1362","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"1363","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",9
"1364","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","M","ANTIOQUIA",4
"1365","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",1
"1366","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","M","PUERTO BOYACA",117
"1367","Imagen-Eco","2022/04","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"1368","Imagen-Eco","2022/04","SUBSIDIADO","ESS024","F","PUERTO BOYACA",1
"1369","Imagen-Eco","2022/04","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"1370","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","F","ANTIOQUIA",10
"1371","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","F","PUERTO BOYACA",206
"1372","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","F","PUERTO NARA (ANT)",8
"1373","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",6
"1374","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","M","ANTIOQUIA",5
"1375","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","M","PUERTO BOYACA",61
"1376","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","M","PUERTO NARA (ANT)",1
"1377","Imagen-Eco","2022/04","SUBSIDIADO","ESS091","M","PUERTO TRIUNFO (ANT)",1
"1378","Imagen-Eco","2022/04","SUBSIDIADO","ESS207","F","PUERTO BOYACA",1
"1379","Imagen-Eco","2022/04","VICUNLADO","15000","F","PUERTO BOYACA",1
"1380","Imagen-Eco","2022/05","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"1381","Imagen-Eco","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",14
"1382","Imagen-Eco","2022/05","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",3
"1383","Imagen-Eco","2022/05","CONTRIBUTIVO","CCF121","F","PUERTO TRIUNFO (ANT)",2
"1384","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS002","F","PUERTO BOYACA",1
"1385","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS005","F","PUERTO BOYACA",1
"1386","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",2
"1387","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS008","F","PUERTO BOYACA",1
"1388","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS010","M","PUERTO BOYACA",1
"1389","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS013","F","ANTIOQUIA",1
"1390","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",40
"1391","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS017","M","ANTIOQUIA",1
"1392","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",10
"1393","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS017","M","PUERTO TRIUNFO (ANT)",2
"1394","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",1
"1395","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",127
"1396","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"1397","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",50
"1398","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"1399","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS040","F","PUERTO BOYACA",1
"1400","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",3
"1401","Imagen-Eco","2022/05","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",5
"1402","Imagen-Eco","2022/05","ESPECIAL","FMC01","F","PUERTO BOYACA",1
"1403","Imagen-Eco","2022/05","ESPECIAL","PREPPL","M","PUERTO BOYACA",2
"1404","Imagen-Eco","2022/05","ESPECIAL","RES001","F","PUERTO BOYACA",5
"1405","Imagen-Eco","2022/05","ESPECIAL","RES002","F","PUERTO BOYACA",2
"1406","Imagen-Eco","2022/05","PARTICULAR","PARTIC","F","PUERTO BOYACA",2
"1407","Imagen-Eco","2022/05","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"1408","Imagen-Eco","2022/05","SOAT Y ARL","14-30","M","PUERTO BOYACA",1
"1409","Imagen-Eco","2022/05","SOAT Y ARL","AT1329","F","PUERTO BOYACA",1
